Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
146,Sphere,8.283797413811229,9.228749571660666,8.0,11.0,10.951853014986975,11.0,7.521526336669922,8.0,1000.0,15.0,10.0
147,Sphere,19.555541450265412,27.80773334626359,20.0,29.0,31.164120388624468,31.0,20.293460845947266,21.0,1000.0,35.0,30.0
148,Sphere,28.13666671543808,48.24002205495091,29.0,49.0,49.77079616989833,51.0,31.08838653564453,32.0,1000.0,55.0,50.0
149,Sphere,35.42907427019873,74.15954843154168,37.0,69.0,71.4288191631308,71.0,38.416175842285156,40.0,1000.0,75.0,70.0
150,Affine_3to5,3.0007812158037965,3.051998894738058,3.0,3.0,2.6148828524873977,3.0,2.8484303951263428,3.0,1000.0,5.0,3.0
151,Affine,4.974160487838066,5.0,5.0,5.0,5.027426350307825,5.0,4.728709697723389,5.0,1000.0,5.0,5.0
152,Affine,8.958626504531948,10.0,9.0,10.0,9.704142225428159,10.0,8.74773120880127,9.0,1000.0,10.0,10.0
153,Affine,15.096716765308193,20.0,16.0,20.0,19.692806726636075,20.0,14.239279747009277,15.0,1000.0,20.0,20.0
154,Nonlinear_4to6,3.912958198776363,4.011875381093304,4.0,5.0,3.080662684083166,5.0,3.6981749534606934,4.0,1000.0,6.0,4.0
155,Nonlinear,4.166817116253112,3.9480647701123295,4.0,5.0,7.312050165488994,8.0,3.889019250869751,4.0,1000.0,8.0,4.0
156,Nonlinear,6.476344512785582,6.830959190089727,6.0,8.0,10.789174061461235,12.0,6.005344867706299,6.0,1000.0,36.0,6.0
157,Nonlinear,8.384631803696113,8.904293824507912,8.0,10.0,14.819783878543323,16.0,7.939055442810059,8.0,1000.0,64.0,8.0
158,Nonlinear,12.272128211551026,15.172232633215932,12.0,15.0,22.83808751038828,24.0,11.27104663848877,12.0,1000.0,72.0,12.0
159,Spiral,1.7676362381149804,2.2945214581938944,1.0,2.0,2.072690932261638,2.0,1.0191389322280884,1.0,1000.0,3.0,1.0
160,Spiral,1.7227581499672278,1.9111071718195685,1.0,1.0,2.0799236538427057,2.0,0.9288991093635559,1.0,1000.0,13.0,1.0
161,Helix1d,1.0404468569845258,1.1587143519578083,1.0,1.0,2.6346907038513923,3.0,1.0179067850112915,1.0,1000.0,3.0,1.0
162,Helix1d,1.0275103426727512,1.1667217679411952,1.0,1.0,2.6825253071971744,3.0,0.9616995453834534,1.0,1000.0,13.0,1.0
163,Helix2d,2.8728842666023438,3.0,3.0,3.0,2.372413565095956,3.0,1.8992478847503662,2.0,1000.0,3.0,2.0
164,Helix2d,2.8536913405862707,3.5995084626125275,3.0,3.0,2.3084501142636022,3.0,1.9498296976089478,2.0,1000.0,13.0,2.0
165,Helicoid,2.125497266961622,2.056926289846078,2.0,2.0,2.189933179029173,3.0,2.0282177925109863,2.0,1000.0,3.0,2.0
166,Helicoid,2.114879714474318,2.0315291219475906,2.0,2.0,2.209362791131772,3.0,1.9455223083496094,2.0,1000.0,13.0,2.0
167,Roll,2.0535907596785354,2.2654420210553425,2.0,2.0,2.7878454535923747,3.0,2.0406086444854736,2.0,1000.0,3.0,2.0
168,Roll,2.0598585149561965,2.0806529563905163,2.0,2.0,2.7344834227456793,3.0,1.994260311126709,2.0,1000.0,13.0,2.0
169,Scurve,2.024168932614871,2.0462804190120827,2.0,2.0,1.972045225396105,3.0,1.9489351511001587,2.0,1000.0,3.0,2.0
170,Scurve,1.9984315830231287,1.9781947157661957,2.0,2.0,1.997352264381174,3.0,2.0597455501556396,2.0,1000.0,13.0,2.0
171,Moebius,2.111647071621014,1.9665104715608832,2.0,2.0,2.149208195916251,2.0,2.0560061931610107,2.0,1000.0,3.0,2.0
172,Paraboloid,2.8371474902254543,2.9882679983904845,3.0,3.0,1.810773872182264,1.0,2.073009490966797,2.0,1000.0,12.0,3.0
173,Paraboloid,4.720080960689353,5.701453365334637,5.0,7.0,1.5101405620991366,1.0,2.572871208190918,2.0,1000.0,21.0,6.0
174,Paraboloid,5.8639527897831805,8.500408639623547,6.0,8.0,1.3083876873909697,1.0,2.7984800338745117,3.0,1000.0,30.0,9.0
175,Paraboloid,6.596037873612912,11.567878046029648,7.0,8.0,1.2161038405233102,1.0,3.4374682903289795,3.0,1000.0,39.0,12.0
176,Paraboloid,6.949489820416153,14.254712133272095,7.0,9.0,1.1663228117063031,1.0,3.699939250946045,3.0,1000.0,48.0,15.0
177,Cubic,3.068934860225418,3.0821566408293655,3.0,3.0,3.9732910844778964,4.0,2.9265925884246826,3.0,1000.0,5.0,3.0
178,Cubic,19.99281943114786,33.78676143697462,21.0,32.0,31.346028815842793,31.0,20.009336471557617,20.0,1000.0,35.0,30.0
179,Cubic,34.102402236261156,76.14667236418778,37.0,75.0,71.84959340647345,71.0,33.28594207763672,37.0,1000.0,90.0,70.0
180,Sphere,3.027208383582469,3.100218893745966,3.0,3.0,3.9672547078220783,4.0,3.0715229511260986,3.0,1000.0,5.0,3.0
181,Sphere,4.591581602220439,4.808304350165145,5.0,7.0,5.923666326751542,6.0,4.759364604949951,5.0,1000.0,10.0,5.0
182,Sphere,8.20358634822697,8.327102213143375,8.0,10.0,11.624220283509619,11.0,8.733025550842285,8.0,1000.0,15.0,10.0
183,Sphere,19.687228245696453,30.61825950474803,20.0,29.0,31.62847509804295,31.0,21.349191665649414,21.0,1000.0,35.0,30.0
184,Sphere,28.24352006370218,45.98134295812129,29.0,50.0,50.033200069067696,51.0,29.468063354492188,31.0,1000.0,55.0,50.0
185,Sphere,34.84641079280347,67.84089754998719,37.0,69.0,67.94685946367947,71.0,36.54821014404297,42.0,1000.0,75.0,70.0
186,Affine_3to5,3.076528323180595,3.168829953972712,3.0,3.0,2.5981558866960857,3.0,2.971346616744995,3.0,1000.0,5.0,3.0
187,Affine,5.00011847161844,5.0,5.0,5.0,4.962603438529532,5.0,4.726370334625244,5.0,1000.0,5.0,5.0
188,Affine,9.017097715854744,10.0,9.0,10.0,10.199889553628886,10.0,8.176755905151367,9.0,1000.0,10.0,10.0
189,Affine,14.944593770304758,20.0,15.0,20.0,19.654207751729235,20.0,13.964456558227539,15.0,1000.0,20.0,20.0
190,Nonlinear_4to6,4.0599117964709315,4.241010721286663,4.0,5.0,3.1591888423350025,5.0,3.818222999572754,4.0,1000.0,6.0,4.0
191,Nonlinear,4.171035574158524,3.90545277377817,4.0,5.0,7.083912724289053,8.0,3.9718191623687744,4.0,1000.0,8.0,4.0
192,Nonlinear,6.350395772461456,6.56521122756773,6.0,8.0,10.965707992371751,12.0,5.648438453674316,6.0,1000.0,36.0,6.0
193,Nonlinear,8.462251732548719,8.968189720376655,8.0,10.0,14.942796812236729,16.0,7.729441165924072,7.0,1000.0,64.0,8.0
194,Nonlinear,12.398760630516485,15.325871473798934,12.0,16.0,21.27371286116196,24.0,11.020339965820312,11.0,1000.0,72.0,12.0
195,Spiral,1.7868750430062652,2.2483506707861274,1.0,1.0,2.0538761615725165,2.0,0.9852169156074524,1.0,1000.0,3.0,1.0
