Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
104,Nonlinear,13.57344387423668,17.419261679445466,13.0,17.0,23.598747950255405,24.0,11.387641906738281,11.0,1000.0,72.0,12.0
105,Spiral,1.7964094852726427,1.586265724325389,1.0,1.0,2.0660779894908585,2.0,1.0259801149368286,1.0,1000.0,3.0,1.0
106,Spiral,1.7762413403755168,1.5174621966571946,1.0,1.0,2.055737076802001,2.0,0.9964055418968201,1.0,1000.0,13.0,1.0
107,Helix1d,0.9957767992018314,1.2504142098517237,1.0,1.0,2.6144195072517333,3.0,0.9896183609962463,1.0,1000.0,3.0,1.0
108,Helix1d,1.0034434837454962,1.4924331047322408,1.0,1.0,2.5844292316959487,3.0,0.9296064376831055,1.0,1000.0,13.0,1.0
109,Helix2d,2.731332809203368,2.140027980015184,3.0,3.0,2.5374284272725904,3.0,2.062337636947632,2.0,1000.0,3.0,2.0
110,Helix2d,2.7363459599350377,2.0195863490710866,3.0,3.0,2.5115926970713067,3.0,1.9760226011276245,2.0,1000.0,13.0,2.0
111,Helicoid,2.0949930315346283,2.110864445959507,2.0,2.0,1.8310459915411326,2.0,2.121615171432495,2.0,1000.0,3.0,2.0
112,Helicoid,2.092083718121251,2.098395056485515,2.0,2.0,1.8292831113922983,2.0,2.205507755279541,2.0,1000.0,13.0,2.0
113,Roll,1.9384849645371558,2.140749580598119,2.0,2.0,2.934204172681622,3.0,1.9811898469924927,2.0,1000.0,3.0,2.0
114,Roll,1.9106193456356657,2.957164454169255,2.0,2.0,2.993373202672325,3.0,2.0392425060272217,2.0,1000.0,13.0,2.0
115,Scurve,1.9448692413362614,2.0191548690773655,2.0,2.0,2.1528157790175517,3.0,1.9206820726394653,2.0,1000.0,3.0,2.0
116,Scurve,1.970728885637276,2.0259620896700823,2.0,2.0,2.1876179518230585,3.0,1.822752833366394,2.0,1000.0,13.0,2.0
117,Moebius,1.9651679578357577,1.7012283989402113,2.0,2.0,2.262546814260264,3.0,1.9570163488388062,2.0,1000.0,3.0,2.0
118,Uniform,4.438352180295639,4.463738065172154,4.0,5.0,5.0074255648878205,5.0,4.386125564575195,4.0,1000.0,10.0,5.0
119,Uniform,8.124480463758776,9.1615780665436,8.0,10.0,10.17053538016708,10.0,8.633440971374512,9.0,1000.0,15.0,10.0
120,Uniform,18.956607770751127,29.477187500397456,20.0,30.0,29.2332810194679,30.0,19.6743106842041,20.0,1000.0,35.0,30.0
121,Uniform,27.615862549871952,49.70839088530149,29.0,51.0,50.51173110690942,50.0,28.638750076293945,29.0,1000.0,55.0,50.0
122,Uniform,32.9748554691255,67.88141223086693,35.0,71.0,69.10079417775964,70.0,33.674190521240234,38.0,1000.0,75.0,70.0
123,Norm,15.05691763204784,20.0,15.0,20.0,19.878914092362194,20.0,13.209959983825684,14.0,1000.0,20.0,20.0
124,Norm,14.865464263538673,21.63091246565069,15.0,21.0,20.838986969528204,20.0,14.096717834472656,15.0,1000.0,50.0,20.0
125,Norm,27.185756175242343,50.0,29.0,48.0,50.600251442569984,50.0,24.05898094177246,26.0,1000.0,50.0,50.0
126,Norm,26.979896409624285,53.735709284871554,28.0,49.0,50.513765704400704,50.0,24.221744537353516,26.0,1000.0,70.0,50.0
127,Paraboloid,2.8272011677342164,2.933073523991914,3.0,3.0,1.800019953610232,1.0,2.380641460418701,2.0,1000.0,12.0,3.0
128,Paraboloid,4.789299106041721,5.834269301979614,5.0,7.0,1.465294917970918,1.0,2.920330047607422,3.0,1000.0,21.0,6.0
129,Paraboloid,5.970245472010818,8.878444201056835,6.0,8.0,1.3066935901828747,1.0,2.649237871170044,3.0,1000.0,30.0,9.0
130,Paraboloid,6.542531146354798,10.994583580104077,7.0,9.0,1.2268272467595338,1.0,2.7495479583740234,3.0,1000.0,39.0,12.0
131,Paraboloid,6.882774245943635,13.955582216602537,7.0,8.0,1.1562637961398208,1.0,2.8509461879730225,3.0,1000.0,48.0,15.0
132,Cubic,3.0556385268634885,3.005866365414357,3.0,3.0,3.915296426825244,4.0,2.970423936843872,3.0,1000.0,5.0,3.0
133,Cubic,20.026771673509064,30.490986192614507,21.0,34.0,32.08933254948799,31.0,22.22950553894043,23.0,1000.0,35.0,30.0
134,Cubic,33.93856356130639,72.32411265073179,36.0,74.0,70.25438035301488,71.0,35.67314529418945,39.0,1000.0,90.0,70.0
135,Sphere,2.9848659584429105,2.957585621130007,3.0,3.0,3.971543593010797,4.0,3.208188056945801,3.0,1000.0,5.0,3.0
136,Sphere,4.902507463385479,5.084890804803636,5.0,6.0,5.880297771986987,6.0,4.670102119445801,5.0,1000.0,10.0,5.0
137,Sphere,8.816171965084797,9.922295100374672,9.0,11.0,10.79540292536431,11.0,9.027329444885254,10.0,1000.0,15.0,10.0
138,Sphere,20.78776363265256,32.75114750829959,22.0,31.0,30.211924093259626,31.0,20.183570861816406,23.0,1000.0,35.0,30.0
139,Sphere,28.79165551218471,48.465603253673926,30.0,51.0,51.03045948526816,51.0,33.58839416503906,33.0,1000.0,55.0,50.0
140,Sphere,35.36456086364046,66.9922530245341,36.0,67.0,69.71836712345473,71.0,38.37299728393555,40.0,1000.0,75.0,70.0
141,Affine_3to5,2.8243216938101936,3.0607974629386927,3.0,3.0,2.593441083166298,3.0,3.0649406909942627,3.0,1000.0,5.0,3.0
142,Affine,4.5231433465094835,5.0,5.0,5.0,4.925742580179478,5.0,4.664767742156982,5.0,1000.0,5.0,5.0
143,Affine,8.125388373289633,10.0,8.0,9.0,9.969936226807235,10.0,8.999423027038574,9.0,1000.0,10.0,10.0
144,Affine,14.031769876049719,18.045274869575756,15.0,20.0,19.956199402422346,20.0,15.197765350341797,16.0,1000.0,20.0,20.0
145,Nonlinear_4to6,3.7789135640771843,3.8845434102997953,4.0,5.0,3.3063474714184613,6.0,3.7117855548858643,4.0,1000.0,6.0,4.0
146,Nonlinear,4.075195200595245,3.249527631232273,4.0,5.0,7.916364697028634,8.0,3.651608943939209,4.0,1000.0,8.0,4.0
147,Nonlinear,6.618503577303233,6.824374660639766,6.0,8.0,11.883429131292688,12.0,5.7343645095825195,6.0,1000.0,36.0,6.0
148,Nonlinear,8.983801498732866,9.676968978252592,9.0,10.0,16.115913685649183,16.0,8.107234001159668,8.0,1000.0,64.0,8.0
149,Nonlinear,13.366691412191006,17.30618609557593,13.0,16.0,23.732911909930298,24.0,11.402942657470703,11.0,1000.0,72.0,12.0
150,Spiral,1.806732979906557,1.6249971191448407,1.0,1.0,2.083224033557047,2.0,1.0051993131637573,1.0,1000.0,3.0,1.0
151,Spiral,1.8046153544736112,1.6102062592094613,1.0,1.0,2.140490472935784,2.0,0.9746792316436768,1.0,1000.0,13.0,1.0
152,Helix1d,1.0100892647121016,1.2222957909240515,1.0,1.0,2.578730215735071,3.0,1.0243600606918335,1.0,1000.0,3.0,1.0
153,Helix1d,1.0040758356175294,1.4447197835492558,1.0,1.0,2.6354430718578596,3.0,1.1098084449768066,1.0,1000.0,13.0,1.0
154,Helix2d,2.8001498159748874,2.3772922042666442,3.0,3.0,2.567125442290706,3.0,1.9835143089294434,2.0,1000.0,3.0,2.0
155,Helix2d,2.726777044167491,2.48836782806933,3.0,3.0,2.5824944156488616,3.0,2.037989854812622,2.0,1000.0,13.0,2.0
156,Helicoid,2.0720541070824026,2.1167245092012688,2.0,2.0,1.8362485386466392,2.0,1.9490070343017578,2.0,1000.0,3.0,2.0
157,Helicoid,2.097028042002069,2.182417247669945,2.0,2.0,1.810973325058448,2.0,2.1640336513519287,2.0,1000.0,13.0,2.0
158,Roll,1.9450688715210775,2.410376222692219,2.0,2.0,2.9538393334818065,3.0,2.1869614124298096,2.0,1000.0,3.0,2.0
